jobTitle,companyName,meanPay,payRange
Senior Data Scientist,Vocus Group,"A$137,000",A$133K - A$144K
Graduate Data Scientist,Canstar,"A$53,000",A$51K - A$55K
Senior Data Scientist - Contractor,Geoscience Australia,"A$260,000",A$250K - A$268K
Senior Data Scientist,Australian Transaction Reports and Analysis Centre,"A$110,000",A$105K - A$114K
Junior Data Scientist,Acurus  (Australia),"A$48,313",A$47K - A$50K
Lead Data Scientist,The Perception Group,"A$94,745",A$90K - A$98K
