,jobTitle,companyName,meanPay,payRange
1000,Data Analyst,Task Force for Global Health,"$66,108",$63K - $68K
1001,Data Analyst,Common Securitization Solutions,"$117,146",$113K - $122K
1002,Data Analyst - Hourly,Garrad Hassan,$24,$23 - $25
1003,Data Analyst,United Business Mail,"$70,224",$68K - $72K
1004,Data Analyst,Young Life,"$50,302",$48K - $52K
1005,Data Analyst - Hourly,Mindbody,$15,$14 - $16
1006,Data Analyst - Contractor,IDB Bank,"$75,310",$73K - $78K
1007,Data Analyst,Mutual of America,"$47,963",$46K - $50K
1008,Data Analyst,Netherland Sewell & Associates,"$44,827",$43K - $46K
1009,Data Analyst - Hourly,University of Tampa,$14,$14 - $15
1010,Data Analyst,AutoPoint,"$58,029",$55K - $61K
1011,Data Analyst,Bobcat Company,"$63,045",$61K - $65K
1012,Data Analyst,Open Road Integrated Media,"$60,040",$57K - $62K
1013,Data Analyst,Stony Brook University,"$83,268",$81K - $86K
1014,Data Analyst,Dedicated Technologies,"$77,055",$74K - $81K
1015,Data Analyst,BOK Financial,"$53,902",$52K - $56K
1016,Data Analyst,HCG Healthcare Communications Group,"$53,005",$51K - $55K
1017,Data Analyst,UGL Services,"$47,022",$45K - $49K
1018,Data Analyst - Hourly Intern,Blue Yonder,$16,$16 - $17
1019,Data Analyst,Kinexus(MI),"$44,575",$42K - $46K
1020,Data Analyst,Transamerica Reinsurance,"$59,273",$57K - $61K
1021,Data Analyst,Flipboard,"$109,648",$105K - $115K
1022,Data Analyst - Hourly Intern,Aeon Global Health,$10,$10 - $11
1023,Data Analyst,IntelliDyne,"$77,538",$75K - $81K
1024,Data Analyst,Health Alliance Plan of Michigan,"$94,987",$91K - $98K
1025,Data Analyst,Knowland,"$60,473",$58K - $63K
1026,Data Analyst - Contractor,Claro,"$85,073",$82K - $89K
1027,Data Analyst - Hourly,DTCC,$26,$26 - $28
1028,Data Analyst - Contractor,Shell,"$113,366",$108K - $118K
1029,Data Analyst - Hourly,Alcami,$17,$16 - $17
1030,Data Analyst,S&P Global,"$83,849",$81K - $87K
1031,Data Analyst - Hourly Intern,Happy Money,$31,$30 - $32
1032,Data Analyst,Health Credit Services,"$55,039",$53K - $58K
1033,Data Analyst,Pershing,"$60,415",$58K - $63K
1034,Data Analyst - Hourly Contractor,Downtown Albuquerque Mainstreet ,$16,$15 - $17
1035,Data Analyst,University of Utah,"$61,022",$59K - $63K
1036,Data Analyst,Princeton University,"$58,175",$55K - $61K
1037,Data Analyst,Ask Staffing,"$27,488",$26K - $28K
1038,Data Analyst - Hourly,Equipment Data Associates,$15,$15 - $16
1039,Data Analyst - Hourly Intern,R2.ai,$18,$18 - $19
1040,Data Analyst,Time Customer Service,"$40,754",$39K - $43K
1041,Data Analyst - Hourly Intern,ClipperData,$12,$12 - $13
1042,Data Analyst - Hourly,Direct Chassis,$20,$19 - $21
1043,Data Analyst - Hourly,Trimark Associates Inc.,$29,$28 - $30
1044,Data Analyst,Outside In,"$40,938",$39K - $42K
1045,Data Analyst,Hantz Financial Services,"$42,699",$41K - $45K
1046,Data Analyst - Contractor,Walter Reed Army Medical Center,"$73,419",$70K - $76K
1047,Data Analyst - Hourly Intern,Achievement First,$16,$16 - $17
1048,Data Analyst,CoreTechs,"$65,779",$63K - $68K
1049,Data Analyst,The GLOBE Academy,"$52,406",$50K - $54K
1050,Data Analyst - Hourly Intern,Hyundai Capital America,$21,$20 - $22
1051,Data Analyst - Hourly Contractor,Stericycle,$15,$15 - $16
1052,Data Analyst,Azul Partners,"$59,891",$57K - $63K
1053,Data Analyst,Vetsource,"$67,995",$66K - $70K
1054,Data Analyst,Concept Plus,"$79,812",$77K - $83K
1055,Data Analyst,R. L. Polk,"$94,082",$90K - $98K
1056,Data Analyst - Hourly,eRecording Partners Network,$22,$22 - $23
1057,Data Analyst - Hourly,Ascension Sacred Heart,$18,$17 - $18
1058,Data Analyst,Sapp Bros.,"$55,000",$53K - $57K
1059,Data Analyst,Everest Institute,"$87,762",$84K - $91K
1060,Data Analyst,University of Colorado Denver,"$58,147",$56K - $61K
1061,Data Analyst,IXI Co.,"$86,279",$84K - $89K
1062,Data Analyst,Congreso de Latinos Unidos,"$53,262",$51K - $55K
1063,Data Analyst,Valtech,"$111,383",$106K - $115K
1064,Data Analyst - Hourly,Beacon Hill Staffing Group,$50,$48 - $53
1065,Data Analyst - Hourly Intern,Naval Information Warfare Systems Command,$19,$19 - $20
1066,Data Analyst - Hourly Contractor,Federal Government,$25,$24 - $26
1067,Data Analyst,"MTA - Huntsville, AL","$69,393",$67K - $72K
1068,Data Analyst,MEDIADEFENDER,"$79,750",$77K - $83K
1069,Data Analyst,Athene,"$72,888",$70K - $76K
1070,Data Analyst,Creative RNP,"$41,781",$40K - $43K
1071,Data Analyst,Amegy Bank,"$74,728",$71K - $78K
1072,Data Analyst,Zerion Software,"$65,959",$64K - $69K
1073,Data Analyst,Bask,"$54,178",$52K - $56K
1074,Data Analyst,ESPN,"$72,179",$69K - $75K
1075,Data Analyst - Hourly,ADA,$19,$19 - $20
1076,Data Analyst,CCI,"$80,972",$77K - $84K
1077,Data Analyst,Wyndham Worldwide,"$92,441",$89K - $96K
1078,Data Analyst,IGS,"$57,208",$55K - $59K
1079,Data Analyst,Dibon Solutions,"$60,612",$58K - $63K
1080,Data Analyst - Hourly Contractor,xyz,$82,$79 - $85
1081,Data Analyst,The Carlstar Group,"$58,698",$56K - $61K
1082,Data Analyst - Hourly,PSCU,$15,$15 - $16
1083,Data Analyst,Onvia,"$38,809",$37K - $40K
1084,Data Analyst,Southern Glazer's Wine & Spirits,"$64,941",$62K - $67K
1085,Data Analyst,Pollen Systems,"$50,000",$48K - $52K
1086,Data Analyst - Intern,New York Bay Capital,"$62,450",$60K - $65K
1087,Data Analyst,Verisign,"$109,856",$105K - $114K
1088,Data Analyst - Hourly,FourthWall Media,$40,$38 - $42
1089,Data Analyst,Turnberry Solutions,"$90,107",$87K - $93K
1090,Data Analyst - Contractor,Microsoft,"$71,767",$69K - $74K
1091,Data Analyst,Boston Scientific,"$69,777",$68K - $73K
1092,Data Analyst,Compass,"$80,775",$77K - $83K
1093,Data Analyst - Hourly Intern,Travelers,$13,$13 - $14
1094,Data Analyst - Hourly,Robert D Niehaus,$24,$23 - $25
1095,Data Analyst,SAS Retail Services,"$40,819",$39K - $42K
1096,Data Analyst,AMITA Health,"$73,497",$70K - $76K
1097,Data Analyst,Thiel College,"$45,080",$43K - $47K
1098,Data Analyst,eMoney Advisor,"$76,391",$73K - $79K
1099,Data Analyst,KSR,"$53,974",$51K - $56K
1100,Data Analyst,Books-A-Million,"$56,014",$54K - $58K
1101,Data Analyst - Contractor,PACCAR,"$57,279",$55K - $59K
1102,Data Analyst,NetProspex,"$40,949",$39K - $43K
1103,Data Analyst - Hourly Intern,GM Financial,$19,$18 - $19
1104,Data Analyst,A'gaci,"$58,953",$57K - $61K
1105,Data Analyst - Hourly,MBI Health Services,$53,$51 - $55
1106,Data Analyst,Catholic Relief Services,"$56,896",$54K - $60K
1107,Data Analyst,SoKat Consulting,"$74,824",$71K - $78K
1108,Data Analyst,NCQA,"$58,096",$55K - $60K
1109,Data Analyst - Hourly,Metroplitan Art Center and Services,$16,$15 - $17
1110,Data Analyst,Foot Locker,"$55,036",$53K - $58K
1111,Data Analyst,zulily,"$81,051",$77K - $84K
1112,Data Analyst,Global Manufacturing,"$64,739",$62K - $67K
1113,Data Analyst - Hourly Intern,Iowa Department of Transportation,$15,$14 - $16
1114,Data Analyst,DDB Health,"$100,123",$95K - $105K
1115,Data Analyst - Contractor,Time Warner Cable,"$89,658",$87K - $93K
1116,Data Analyst,Ultra D,"$43,752",$42K - $46K
1117,Data Analyst - Hourly,Cardno,$31,$29 - $32
1118,Data Analyst - Contractor,AOL,"$44,971",$43K - $46K
1119,Data Analyst,The L. Warner Companies,"$48,575",$47K - $50K
1120,Data Analyst - Hourly Contractor,ATF,$20,$20 - $21
1121,Data Analyst,Covance,"$68,127",$66K - $70K
1122,Data Analyst,Clarkson University,"$44,686",$43K - $46K
1123,Data Analyst - Monthly,US Marine Corps,"$4,222",$4K - $4K
1124,Data Analyst,Sotera Defense Solutions,"$45,372",$43K - $47K
1125,Data Analyst,SF Express,"$51,556",$49K - $53K
1126,Data Analyst - Monthly Intern,Didi Chuxing,"$3,186",$3K - $3K
1127,Data Analyst,Harris Teeter,"$63,914",$61K - $67K
1128,Data Analyst - Hourly,MacAllister Machinery,$20,$19 - $21
1129,Data Analyst - Monthly Intern,McKinsey & Company,"$4,857",$5K - $5K
1130,Data Analyst - Hourly Intern,American Modern Insurance,$15,$15 - $16
1131,Data Analyst,Mountain America Credit Union,"$59,362",$58K - $61K
1132,Data Analyst - Contractor,IPRO,"$57,698",$55K - $60K
1133,Data Analyst - Contractor,Honda,"$55,868",$54K - $58K
1134,Data Analyst - Contractor,eTeam,"$43,126",$41K - $45K
1135,Data Analyst,Medicare y Mucho Mas,"$24,017",$23K - $25K
1136,Data Analyst,TrendShift,"$88,470",$85K - $93K
1137,Data Analyst - Hourly Intern,Marketing Associates,$22,$21 - $22
1138,Data Analyst,Affinity Health Plan,"$84,966",$82K - $89K
1139,Data Analyst - Hourly Contractor,Slalom,$27,$25 - $28
1140,Data Analyst - Hourly Intern,Cardlytics,$14,$13 - $14
1141,Data Analyst - Hourly Contractor,Supplemental Health Care,$32,$31 - $34
1142,Data Analyst,Super Deluxe,"$83,849",$80K - $88K
1143,Data Analyst - Hourly Intern,Centerpoint Group,$22,$21 - $23
1144,Data Analyst,Seamless,"$75,120",$72K - $78K
1145,Data Analyst,MOBI Wireless Management,"$49,718",$48K - $51K
1146,Data Analyst - Hourly,InboxDollars,$20,$19 - $21
1147,Data Analyst,Gene by Gene,"$45,575",$43K - $48K
1148,Data Analyst,PureRED,"$94,275",$90K - $98K
1149,Data Analyst,DDI System,"$52,862",$51K - $55K
1150,Data Analyst - Hourly,Meridian Asset Services,$24,$23 - $25
1151,Data Analyst,CBSET,"$54,551",$53K - $57K
1152,Data Analyst,Cognolink,"$89,293",$86K - $93K
1153,Data Analyst,Ubisoft,"$98,956",$95K - $102K
1154,Data Analyst - Hourly Intern,Acumen,$16,$15 - $16
1155,Data Analyst,Markel Insurance,"$49,882",$47K - $52K
1156,Data Analyst - Intern,Nomura Holdings,"$89,918",$87K - $94K
1157,Data Analyst,Harris & Harris,"$35,144",$34K - $37K
1158,Data Analyst,Baltimore City Department of Social Services,"$67,997",$65K - $71K
1159,Data Analyst,Clarifire,"$68,170",$66K - $70K
1160,Data Analyst,Center for Homeland Defense and Security,"$66,331",$64K - $68K
1161,Data Analyst,Availity,"$87,605",$85K - $91K
1162,Data Analyst - Hourly Intern,PlatformQ,$32,$31 - $33
1163,Data Analyst - Hourly Intern,PACCAR,$25,$24 - $26
1164,Data Analyst,Blue Cross and Blue Shield of Texas,"$73,514",$70K - $77K
1165,Data Analyst,Bullhorn,"$56,584",$54K - $58K
1166,Data Analyst - Hourly,United Nations,$15,$14 - $16
1167,Data Analyst,Brandeis University,"$70,800",$68K - $73K
1168,Data Analyst,Ogletree Deakins Nash Smoak & Stewart P.C.,"$60,258",$58K - $63K
1169,Data Analyst - Hourly,Hisense,$21,$21 - $22
1170,Data Analyst,Jenny Craig,"$70,654",$67K - $73K
1171,Data Analyst - Hourly Intern,Cray,$27,$26 - $28
1172,Data Analyst,Hope College,"$41,000",$40K - $42K
1173,Data Analyst - Hourly Contractor,Dell Technologies,$40,$39 - $41
1174,Data Analyst,Foodbuy,"$53,124",$51K - $55K
1175,Data Analyst - Hourly,Informulary,$16,$15 - $17
1176,Data Analyst - Hourly,Novalink Solutions,$32,$31 - $33
1177,Data Analyst,Sonoma State,"$59,240",$57K - $62K
1178,Data Analyst,Everest Re Group,"$61,093",$58K - $64K
1179,Data Analyst - Hourly Contractor,Qlarant,$27,$26 - $28
1180,Data Analyst,Unique Comp,"$80,000",$76K - $83K
1181,Data Analyst,Saint Alphonsus Health System,"$51,358",$50K - $53K
1182,Data Analyst,The Pivot Group,"$73,358",$70K - $77K
1183,Data Analyst - Hourly,University of Illinois at Chicago,$27,$26 - $28
1184,Data Analyst,Open Finance Network,"$85,702",$82K - $89K
1185,Data Analyst,UCBH Holdings,"$63,551",$61K - $66K
1186,Data Analyst - Hourly,Hewlett-Packard,$26,$25 - $27
1187,Data Analyst - Hourly,Independent,$26,$25 - $27
1188,Data Analyst - Hourly,University of Utah,$10,$10 - $10
1189,Data Analyst,Smaato,"$84,510",$81K - $87K
1190,Data Analyst - Hourly Contractor,Regeneron Pharmaceuticals,$55,$53 - $57
1191,Data Analyst - Hourly,PAF,$29,$28 - $30
1192,Data Analyst,HealthMedia,"$55,296",$53K - $57K
1193,Data Analyst,Clarivate Analytics,"$64,847",$63K - $68K
1194,Data Analyst - Hourly,apilation,$20,$20 - $21
1195,Data Analyst,Kindred Healthcare,"$51,751",$50K - $54K
1196,Data Analyst,Sportradar,"$35,549",$34K - $37K
1197,Data Analyst,Occidental Petroleum,"$78,409",$76K - $82K
1198,Data Analyst,Envision Medical Group,"$42,000",$41K - $44K
1199,Data Analyst - Hourly,DNA Diagnostics Center,$15,$14 - $15
1200,Data Analyst,SGK,"$56,087",$54K - $58K
1201,Data Analyst - Hourly,RetroVirox,$13,$12 - $14
1202,Data Analyst,Odyssey Information Services,"$48,379",$46K - $50K
1203,Data Analyst,AxessPointe,"$57,569",$56K - $60K
1204,Data Analyst - Hourly,Perdue Brandon Fielder Collins & Mott,$20,$20 - $21
1205,Data Analyst - Hourly Intern,Semtech,$16,$16 - $17
1206,Data Analyst - Hourly,Blue Cross Blue Shield of Michigan,$19,$18 - $20
1207,Data Analyst,Boys & Girls Clubs of San Francisco,"$85,998",$83K - $89K
1208,Data Analyst - Monthly,GMR Marketing,"$3,991",$4K - $4K
1209,Data Analyst - Hourly Contractor,Epsilon,$36,$35 - $37
1210,Data Analyst - Contractor,Sanametrix,"$50,628",$49K - $52K
1211,Data Analyst,Synovia Solutions,"$65,021",$62K - $68K
1212,Data Analyst - Hourly,Forever 21,$15,$14 - $15
1213,Data Analyst - Contractor,Freeman,"$51,214",$49K - $53K
1214,Data Analyst - Hourly Intern,Barton Associates,$22,$21 - $23
1215,Data Analyst,GreatSchools,"$74,864",$72K - $78K
1216,Data Analyst,Oodle,"$72,841",$69K - $75K
1217,Data Analyst - Contractor,Pyramid Consulting,"$72,292",$69K - $75K
1218,Data Analyst,Absolutdata,"$68,247",$65K - $71K
1219,Data Analyst - Hourly Contractor,Harper College,$24,$23 - $25
1220,Data Analyst - Hourly Intern,Weir ESCO,$15,$14 - $15
1221,Data Analyst - Hourly,Torrance Memorial Medical Center,$23,$22 - $25
1222,Data Analyst - Hourly,International Trade Bridge,$22,$21 - $23
1223,Data Analyst - Hourly Contractor,SAI Global,$22,$21 - $23
1224,Data Analyst,Rakuten,"$49,551",$48K - $51K
1225,Data Analyst,TuneIn,"$103,466",$100K - $108K
1226,Data Analyst,Arrow Electronics,"$56,698",$54K - $59K
1227,Data Analyst - Hourly Intern,IPC,$23,$22 - $24
1228,Data Analyst,RxAmerica,"$59,143",$57K - $62K
1229,Data Analyst,Tresta,"$52,196",$50K - $54K
1230,Data Analyst - Hourly,Vail Resorts,$29,$27 - $30
1231,Data Analyst - Hourly,Brake Parts,$20,$19 - $21
1232,Data Analyst,FISH Technologies,"$55,925",$54K - $59K
1233,Data Analyst - Hourly,Global Furniture Group,$14,$13 - $15
1234,Data Analyst,Wheeler Clinic,"$79,949",$76K - $83K
1235,Data Analyst,"Asset, Inc.","$60,307",$58K - $63K
1236,Data Analyst,Express Scripts,"$55,588",$53K - $58K
1237,Data Analyst,ResMed,"$62,852",$61K - $65K
1238,Data Analyst,Kansas City Royals,"$34,918",$34K - $36K
1239,Data Analyst,Swisslog Warehouse & Distribution Solutions,"$67,901",$66K - $71K
1240,Data Analyst,Redbox,"$66,995",$64K - $69K
1241,Data Analyst - Hourly,AmeriGas,$15,$14 - $15
1242,Data Analyst - Hourly Intern,Health Management Associates,$21,$20 - $22
1243,Data Analyst,Rocket Lawyer,"$80,419",$77K - $84K
1244,Data Analyst,Tribal Worldwide,"$95,022",$92K - $100K
1245,Data Analyst,Non Profit Organization,"$34,352",$33K - $36K
1246,Data Analyst,Tru-D SmartUVC,"$33,113",$32K - $35K
1247,Data Analyst,Affirma,"$60,040",$57K - $62K
1248,Data Analyst - Monthly Contractor,Process Research & Optimization,"$4,075",$4K - $4K
1249,Data Analyst - Contractor,Ford Motor Company,"$65,042",$63K - $68K
1250,Data Analyst,NAF,"$61,534",$59K - $64K
1251,Data Analyst - Contractor,Sedgwick Claims Management Services,"$57,681",$55K - $60K
1252,Data Analyst - Hourly Contractor,New Editions Consulting,$19,$18 - $19
1253,Data Analyst,CotterWeb Enterprises,"$53,793",$51K - $56K
1254,Data Analyst,Windom Security Strategies Today,"$31,072",$30K - $32K
1255,Data Analyst - Hourly,AZ Crown Investments,$15,$14 - $16
1256,Data Analyst,Gwynnie Bee,"$131,634",$126K - $137K
1257,Data Analyst,Appen,"$56,129",$53K - $58K
1258,Data Analyst - Hourly,Washington Division,$32,$31 - $33
1259,Data Analyst,Arise,"$72,436",$70K - $76K
1260,Data Analyst,Banner Health,"$102,779",$99K - $107K
1261,Data Analyst,HotelTonight,"$84,909",$81K - $88K
1262,Data Analyst,LifeSpan BioSciences,"$63,239",$61K - $65K
1263,Data Analyst - Hourly Intern,Wabash National,$21,$20 - $22
1264,Data Analyst,Hofstra University,"$50,939",$49K - $53K
1265,Data Analyst - Hourly,Rang Technologies,$32,$31 - $34
1266,Data Analyst - Hourly Contractor,Bowie State University,$20,$20 - $21
1267,Data Analyst,Centerline Solutions,"$54,502",$53K - $57K
1268,Data Analyst - Hourly,Syracuse University,$13,$12 - $13
1269,Data Analyst,Earnest Research,"$84,994",$81K - $89K
1270,Data Analyst,L'Oréal,"$82,819",$79K - $87K
1271,Data Analyst,NIBCO,"$65,021",$62K - $68K
1272,Data Analyst,Trademotion,"$58,588",$57K - $60K
1273,Data Analyst - Monthly,Ayush Tech Software,"$2,547",$2K - $3K
1274,Data Analyst,XSUNT Corp.,"$45,820",$44K - $48K
1275,Data Analyst,National Interstate,"$51,556",$50K - $54K
1276,Data Analyst - Monthly,Google,"$10,759",$10K - $11K
1277,Data Analyst - Hourly,Heartland Grant Solutions,$14,$14 - $15
1278,Data Analyst,Illinois HFS,"$75,175",$72K - $79K
1279,Data Analyst - Hourly,Brandeis University,$11,$10 - $11
1280,Data Analyst,Sentikon Technologies & Consulting,"$66,607",$64K - $69K
1281,Data Analyst,Akamai,"$111,880",$107K - $115K
1282,Data Analyst,Save the Children,"$42,839",$41K - $45K
1283,Data Analyst - Hourly Contractor,Arizona Department of Health Services,$22,$21 - $22
1284,Data Analyst,HD Supply,"$55,937",$53K - $59K
1285,Data Analyst - Hourly,Dassault Systemes,$27,$26 - $28
1286,Data Analyst,Selling Simplified,"$47,388",$46K - $50K
1287,Data Analyst,OUTBOX Technology,"$87,839",$84K - $92K
1288,Data Analyst - Hourly,Nippon Express USA,$24,$23 - $25
1289,Data Analyst,McGraw-Hill,"$91,212",$87K - $95K
1290,Data Analyst,Erie Insurance Group,"$44,997",$43K - $46K
1291,Data Analyst - Hourly Intern,Purch,$16,$15 - $17
1292,Data Analyst,Sonwil Distribution,"$45,820",$44K - $48K
1293,Data Analyst,E.L. Haynes Public Charter School,"$90,396",$86K - $94K
1294,Data Analyst,NiSource,"$90,064",$86K - $94K
1295,Data Analyst,UNC Chapel Hill,"$71,269",$68K - $74K
1296,Data Analyst - Hourly,OhioHealth,$19,$18 - $20
1297,Data Analyst,Tower Hill Insurance Group,"$52,584",$51K - $54K
1298,Data Analyst,Sri Tech Solutions,"$79,388",$76K - $82K
1299,Data Analyst,Texas A&M University,"$61,131",$59K - $64K
1300,Data Analyst - Hourly Intern,Ditch Witch,$17,$17 - $18
1301,Data Analyst - Monthly,AU10TIX,"$5,012",$5K - $5K
1302,Data Analyst,Boehringer Ingelheim,"$68,892",$66K - $72K
1303,Data Analyst - Hourly,UC Davis,$27,$26 - $28
1304,Data Analyst,Sylvan Learning Centers,"$56,167",$54K - $59K
1305,Data Analyst,RainFocus,"$66,872",$64K - $69K
1306,Data Analyst,North American Veterinary Community,"$36,407",$35K - $38K
1307,Data Analyst - Hourly,Centers for Disease Control and Prevention,$21,$20 - $22
1308,Data Analyst,DoubleVerify,"$80,458",$77K - $84K
1309,Data Analyst - Hourly,Woods Hole Oceanographic Institution,$20,$20 - $21
1310,Data Analyst,Healogics,"$80,187",$77K - $84K
1311,Data Analyst,PMHCC,"$43,633",$42K - $45K
1312,Data Analyst - Hourly Contractor,InterContinental Hotels Group,$31,$30 - $32
1313,Data Analyst,Callisto Media,"$90,228",$87K - $94K
1314,Data Analyst,Blue Apron,"$94,330",$90K - $97K
1315,Data Analyst - Hourly Contractor,General Mills,$71,$69 - $74
1316,Data Analyst - Hourly Intern,University of Southern California,$11,$10 - $11
1317,Data Analyst,Riverside Health System (Virginia),"$59,245",$57K - $62K
1318,Data Analyst - Contractor,The American Institute of Architects,"$67,654",$65K - $71K
1319,Data Analyst,Nine Web,"$39,527",$38K - $41K
1320,Data Analyst - Hourly Intern,State Farm,$21,$20 - $22
1321,Data Analyst,Everything But The House,"$86,832",$83K - $90K
1322,Data Analyst,U.S. Department of Transportation,"$52,406",$50K - $55K
1323,Data Analyst,SteadyServ Technologies,"$52,406",$50K - $55K
1324,Data Analyst,C2C Solutions,"$58,413",$56K - $60K
1325,Data Analyst,Up Fundraising,"$66,878",$64K - $70K
1326,Data Analyst,ProKarma,"$69,651",$67K - $73K
1327,Data Analyst - Hourly Intern,Intuit,$29,$28 - $30
1328,Data Analyst,Integra LifeSciences,"$55,863",$54K - $58K
1329,Data Analyst,Santa Monica Malibu School District,"$74,839",$72K - $78K
1330,Data Analyst,Refinitiv,"$67,876",$66K - $71K
1331,Data Analyst,Appfigures,"$65,192",$63K - $68K
1332,Data Analyst,SSI,"$53,981",$52K - $56K
1333,Data Analyst,eSystems,"$72,179",$70K - $75K
1334,Data Analyst,U.S. News & World Report,"$67,334",$64K - $70K
1335,Data Analyst - Hourly Intern,NYC Department of Human Resource Administration,$15,$14 - $16
1336,Data Analyst,DataRobot,"$101,886",$98K - $107K
1337,Data Analyst - Hourly Intern,Rutgers University,$16,$15 - $17
1338,Data Analyst,PriceSpider,"$45,899",$44K - $48K
1339,Data Analyst,RPA,"$50,233",$49K - $53K
1340,Data Analyst,Fifty-Five,"€37,695",€36K - €39K
1341,Data Analyst,Shelby County Government,"$49,543",$48K - $51K
1342,Data Analyst,NanoString,"$65,940",$63K - $68K
1343,Data Analyst - Hourly Contractor,New York City Department of Education,$44,$42 - $46
1344,Data Analyst - Hourly Intern,Pekin Insurance,$17,$16 - $17
1345,Data Analyst - Hourly Intern,Protective Insurance,$16,$15 - $16
1346,Data Analyst,Blount International,"$43,601",$42K - $46K
1347,Data Analyst - Contractor,Deutsche Bank,"$53,950",$52K - $56K
1348,Data Analyst,RouteMatch Software,"$55,533",$54K - $58K
1349,Data Analyst,Monster Energy,"$51,236",$50K - $53K
1350,Data Analyst,Dixie,"$74,824",$72K - $79K
1351,Data Analyst - Hourly,Hertz,$11,$11 - $12
1352,Data Analyst - Intern,Pyramid Technology Solutions,"$44,119",$42K - $46K
1353,Data Analyst,Bunge North America,"$78,563",$76K - $81K
1354,Data Analyst,Marvin Windows & Doors,"$47,772",$46K - $50K
1355,Data Analyst - Hourly Contractor,Nissan,$50,$48 - $51
1356,Data Analyst - Hourly,Interactions,$10,$9 - $10
1357,Data Analyst,Western Connecticut Health Network,"$62,412",$60K - $65K
1358,Data Analyst,Dynamic Workforce Solutions,"$38,952",$37K - $41K
1359,Data Analyst,University of Rochester Medical Center,"$41,625",$40K - $43K
1360,Data Analyst - Hourly,Academic Advantage,$19,$18 - $19
1361,Data Analyst - Hourly,Muni Services,$13,$13 - $14
1362,Data Analyst,Balboa Capital,"$63,914",$61K - $67K
1363,Data Analyst,Allied Benefit Systems,"$58,584",$56K - $61K
1364,Data Analyst,Meridian Health,"$53,793",$52K - $56K
1365,Data Analyst,Bowling Green,"$53,262",$51K - $55K
1366,Data Analyst,Sault Tribe of Chippewa Indians,"$55,392",$53K - $57K
1367,Data Analyst,Cherokee Nation Businesses,"$48,765",$46K - $51K
1368,Data Analyst,VillageMD,"$62,930",$60K - $65K
1369,Data Analyst,Northwestern Health Sciences University,"$45,849",$44K - $48K
1370,Data Analyst,PowerSecure International,"$74,376",$72K - $77K
1371,Data Analyst,Genesco,"$58,106",$55K - $61K
1372,Data Analyst - Contractor,Rose International,"$66,577",$64K - $69K
1373,Data Analyst - Hourly Intern,Better Business Bureaus,$13,$13 - $14
1374,Data Analyst - Hourly,Deutsche Post DHL,$19,$19 - $20
1375,Data Analyst,24 Hour Fitness,"$71,058",$68K - $73K
1376,Data Analyst,Amazon Lab126,"$80,861",$78K - $84K
1377,Data Analyst,Council On International Educational Exchange,"$61,100",$59K - $64K
1378,Data Analyst,IDPH,"$53,299",$51K - $56K
1379,Data Analyst - Hourly Intern,Daktronics,$19,$18 - $20
1380,Data Analyst - Hourly Intern,Caregard Warranty Services,$15,$14 - $16
1381,Data Analyst,Magento,"$61,839",$59K - $64K
1382,Data Analyst,Patterson Dental,"$66,213",$63K - $69K
1383,Data Analyst,Dow,"$66,019",$64K - $69K
1384,Data Analyst - Hourly Contractor,NetShelter Technology Media,$34,$33 - $35
1385,Data Analyst - Hourly Intern,Adobe,$37,$35 - $38
1386,Data Analyst - Hourly Intern,AOL,$38,$36 - $40
1387,Data Analyst - Hourly,Safavieh LLC,$18,$17 - $19
1388,Data Analyst - Hourly Intern,Amazon Robotics,$39,$37 - $40
1389,Data Analyst,Smithsonian Astrophysical Observatory,"$107,661",$103K - $112K
1390,Data Analyst,MSTS,"$67,377",$65K - $70K
1391,Data Analyst - Hourly,The Oil Analysis Lab,$17,$17 - $18
1392,Data Analyst,NRI Staffing,"$51,393",$49K - $54K
1393,Data Analyst,Entrieva,"$93,186",$90K - $97K
1394,Data Analyst - Hourly,Limeade,$27,$26 - $28
1395,Data Analyst - Contractor,Thermo Fisher Scientific,"$76,660",$74K - $80K
1396,Data Analyst,Kibble & Prentice,"$71,112",$68K - $74K
1397,Data Analyst,Credo Mobile,"$86,069",$82K - $89K
1398,Data Analyst,The Audit Group,"$46,675",$45K - $49K
1399,Data Analyst,Miami Heat,"$56,002",$54K - $58K
1400,Data Analyst - Hourly Contractor,Buck,$20,$19 - $21
1401,Data Analyst - Hourly Contractor,Halla Group,$40,$38 - $42
1402,Data Analyst,Albertsons Companies,"$99,746",$96K - $103K
1403,Data Analyst,AGDATA,"$50,634",$48K - $53K
1404,Data Analyst - Hourly Contractor,Cloudera,$51,$49 - $53
1405,Data Analyst,Farm Bureau Insurance of Michigan,"$66,298",$64K - $69K
1406,Data Analyst,Workday,"$106,399",$102K - $111K
1407,Data Analyst - Hourly Intern,Bank of China - New York,$14,$14 - $15
1408,Data Analyst,Simply Healthcare Plans,"$54,888",$52K - $57K
1409,Data Analyst,Carpenter Technology,"$47,956",$46K - $50K
1410,Data Analyst,State of Indiana,"$42,640",$41K - $44K
1411,Data Analyst,Private Client Resources,"$39,269",$38K - $41K
1412,Data Analyst - Hourly,University of Rochester,$20,$19 - $21
1413,Data Analyst,SCA Technologies,"$45,462",$44K - $47K
1414,Data Analyst - Hourly,MyEdu,$13,$12 - $13
1415,Data Analyst - Hourly,Natural History Museum of Utah,$16,$16 - $17
1416,Data Analyst,Curion,"$35,487",$34K - $37K
1417,Data Analyst - Hourly,Weber-Stephen Products,$22,$21 - $23
