,jobTitle,companyName,meanPay,payRange
3559,Senior Data Analyst,Gate Gourmet,"$62,548",$60K - $65K
3560,Senior Data Analyst,Multiply,"$50,033",$48K - $52K
3561,Tier III Data Control Analyst - Hourly,Quest Preservation,$12,$12 - $12
3562,Senior Configuration/Data Management Analyst,Orbital Sciences,"$69,851",$67K - $73K
3563,Senior Data Analyst,Vyne Education,"$84,876",$81K - $88K
3564,Senior Data Analyst,Arc Aspicio,"$88,760",$86K - $93K
3565,Marketing Data Analyst,Redbox,"$63,035",$60K - $66K
3566,Research Data Analyst - Hourly,Georgetown University,$21,$20 - $22
3567,Systems and Data Analyst,Joss Data,"$72,768",$69K - $76K
3568,Data Analyst/Report Writer - Hourly,Christian Broadcasting Network,$31,$30 - $32
3569,Senior Financial Data Analyst,EY,"$80,325",$77K - $83K
3570,Senior Data Analyst,Aetna,"$83,559",$80K - $87K
3571,Data Quality Analyst - Hourly,Curvature,$16,$15 - $17
3572,Siebel Data Integrator and Analyst,SIDDHI,"$101,996",$98K - $107K
3573,Data Integrity Analyst,ITOCHU Chemicals America,"$96,190",$92K - $101K
3574,Network Systems and Data Communications Analyst,Consulting Bay,"$72,032",$69K - $75K
3575,Data Analyst Senior,Northwestern University,"$69,404",$67K - $72K
3576,Data Warehouse Business Analyst,Prodigy Software,"$54,180",$52K - $57K
3577,Advertising Data Analyst III,Yahoo,"$120,028",$116K - $124K
3578,Senior Data Analyst,The Aerospace Corporation,"$112,902",$109K - $117K
3579,Senior Data Analyst,AppNexus,"$112,074",$108K - $116K
3580,Senior Data Analyst,Mylan Inc,"$87,729",$85K - $90K
3581,Senior Data Analyst,"URSUS Holdings, LLC","$75,114",$73K - $78K
3582,Marketing Data Analyst,NRG Energy,"$79,165",$77K - $83K
3583,Clinical Data Analyst,Cynosoft Solutions,"$81,473",$78K - $85K
3584,Data Center Analyst,OpenText,"$45,668",$44K - $47K
3585,Senior Data Analyst,Texas Health and Human Services Commission,"$81,135",$77K - $84K
3586,Data Quality Analyst,Washington Department of Health,"$68,317",$66K - $71K
3587,Data Warehouse Analyst,Astir It Solutions,"$85,799",$83K - $89K
3588,Data Management Analyst - Hourly,Diverse Staffing,$35,$34 - $37
3589,Master Data Analyst - Hourly,Harvest Meat Company,$28,$27 - $29
3590,Healthcare Data Analyst II,Neighborhood Health Plan of RI,"$59,634",$58K - $63K
3591,Data Analyst II,LexisNexis Risk Solutions,"$67,330",$65K - $70K
3592,Healthcare Data Analyst,Chesapeake Center,"$51,115",$49K - $54K
3593,Reliability Data Analyst,Thales,"$62,423",$60K - $65K
3594,Senior Data Warehouse Analyst,Quidel,"$95,952",$92K - $100K
3595,Healthcare Data Analyst,IPRO,"$60,473",$58K - $63K
3596,Data Analyst Intern,Level 3 Communications,"$65,913",$63K - $69K
3597,Senior Data Analyst Manager,Pfizer,"$120,091",$115K - $125K
3598,SENIOR BUSINESS/DATA ANALYST - Hourly,Friendly Consultants,$80,$78 - $84
3599,Information Systems Analyst (Data Stage Developer),Visual Consultants,"$66,594",$65K - $69K
3600,Senior Business Data Analyst,U.S. Bank,"$96,000",$93K - $99K
3601,Business Data Analyst,Money Map Press,"$55,039",$53K - $57K
3602,Big Data Analyst - Hourly Intern,Equifax,$24,$23 - $25
3603,Financial Data Analyst,Amazon,"$74,186",$71K - $77K
3604,Financial Operation Analyst/Power BI Data Analyst,Quotewizard.com,"$101,268",$97K - $106K
3605,Associate Analyst - Data,AT&T,"$57,493",$55K - $60K
3606,Enterprise Data Analyst,Cambia Health Solutions,"$95,000",$92K - $99K
3607,Quality Assurance Data Analyst - Hourly Contractor,Citi,$78,$75 - $81
3608,Consultant-Data Analyst - Hourly Contractor,NTT DATA,$45,$44 - $47
3609,Data Analyst/Junior Web Developer - Hourly,Telecom Service Bureau,$13,$12 - $14
3610,Data Warehouse QA Analyst,ING Direct,"$98,605",$95K - $103K
3611,Senior Data Analyst,Kavaliro,"$84,497",$81K - $87K
3612,Language Data Analyst - Hourly Contractor,TransPerfect,$14,$13 - $14
3613,Senior Data Analyst,M+R,"$73,358",$70K - $77K
3614,Data Entry Analyst - Hourly Contractor,Fidelity National Financial,$12,$11 - $12
3615,Senior Data Analyst - Hourly,CareFirst BlueCross BlueShield,$65,$63 - $68
3616,Junior Data Analyst,Clarity Campaign Labs,"$48,732",$47K - $50K
3617,Senior Business Data Analyst,OHSU,"$75,053",$72K - $78K
3618,Business Data Analyst Intern,Lenovo,"$72,807",$70K - $75K
3619,Data Support Analyst,Citi,"$42,537",$41K - $44K
3620,Senior Data Analyst,Hewlett Packard Enterprise | HPE,"$109,011",$105K - $113K
3621,Experienced Data Analyst,Progressive Insurance,"$72,595",$69K - $75K
3622,Data Analyst II,Zayo,"$55,079",$53K - $58K
3623,Data Management Analyst,MassMutual,"$44,756",$43K - $46K
3624,Survey Researcher/Data Analyst,Cross-Cultural Solutions,"$38,051",$36K - $39K
3625,Data Analyst Intern,Spectrum Brands,"$53,999",$52K - $56K
3626,Data Quality Analyst,New Breed Logistics,"$58,837",$56K - $61K
3627,Senior Data Analyst,InGenesis,"$62,145",$59K - $65K
3628,Senior Programmer Analyst Project Data Services,Princess Cruise Lines,"$100,298",$95K - $103K
3629,Data Quality Analyst - Hourly Contractor,US Computer Corporation,$41,$39 - $43
3630,Sr Data Quality Analyst,ATTOM Data Solutions,"$99,029",$95K - $102K
3631,Data Analyst/Campaign Analyst,Targetbase,"$82,023",$79K - $86K
3632,Systems Data Analyst,Insigma Technology Company,"$72,359",$69K - $75K
3633,Lead Data Analyst,GAB Robins,"$94,232",$90K - $98K
3634,Data Insights Analyst,Popspots,"$60,941",$58K - $63K
3635,Associate Data Analyst,Amazon,"$37,120",$36K - $39K
3636,Data Center Configuration Analyst,Energy Future Holdings,"$60,473",$58K - $63K
3637,Data Quality Analyst,R1 RCM,"$65,945",$63K - $68K
3638,Associate Data Analyst,The Toro Company,"$71,516",$68K - $74K
3639,Network Systems and Data Communications Analyst,Leading Edge Systems Richmond,"$94,364",$91K - $98K
3640,BI Data Analyst - Hourly Contractor,Astir It Solutions,$54,$52 - $56
3641,Data Analyst Specialist - Hourly,Family Service Association,$22,$22 - $23
3642,Senior Data Analyst,Green Dot,"$87,961",$85K - $92K
3643,Data Analyst II,Lumeris,"$96,457",$93K - $100K
3644,Senior Data Insights Analyst,Sparketing,"$52,285",$50K - $55K
3645,Clinical Data Analyst - Contractor,Johnson & Johnson,"$72,814",$71K - $76K
3646,Lead Data Analyst,"CSAA Insurance Group, a AAA Insurer","$125,812",$121K - $132K
3647,Data Analyst II,Chelan County PUD,"$89,788",$85K - $93K
3648,Senior Data Analyst,CrowdStar,"$136,069",$131K - $142K
3649,Senior Data Analyst,Roku,"$109,459",$105K - $113K
3650,Senior Quality Data Analyst,University Health System,"$60,144",$58K - $63K
3651,Financial Data Analyst,Memorial Sloan Kettering,"$80,249",$77K - $83K
3652,Data Reporting Analyst,Pearson,"$80,000",$78K - $83K
3653,Junior Data Analyst,State of Colorado,"$57,985",$56K - $60K
3654,Senior Data Analyst,Waddell & Reed,"$110,806",$107K - $116K
3655,Network Systems and Data Communications Analyst,Hermes Group LLP,"$70,410",$67K - $73K
3656,Senior Programmer & Data Analyst,Innoppl,"$84,177",$80K - $88K
3657,Marketing Data Analyst,Telenav,"$101,691",$98K - $106K
3658,Market Data Analyst,Jordan & Jordan,"$95,376",$92K - $99K
3659,Business Data Analyst,Arrow Electronics,"$70,050",$68K - $72K
3660,Business Data Analyst,Carrington Mortgage Services,"$76,278",$73K - $79K
3661,Data and Reporting Analyst,Mobile Messenger,"$76,207",$72K - $79K
3662,Business Data Analyst I,FirstCare Health Plans,"$49,441",$47K - $51K
3663,Data Reporting Analyst,Florida State University,"$34,000",$32K - $35K
3664,Network Systems and Data Communications Analyst - Hourly,Phase 3 Communications,$33,$32 - $35
3665,Senior Data Analyst - Hourly,Saint Peter's Healthcare System,$32,$31 - $33
3666,Business Data Analyst,American Chemical Society,"$64,976",$63K - $68K
3667,Marketing Data Analyst,Sally Beauty,"$55,838",$54K - $58K
3668,Senior Clinical/Biostatistics Data Analyst,L.A. Care Health Plan,"$96,229",$92K - $101K
3669,Senior Data Analyst,Pure Storage,"$140,092",$136K - $145K
3670,Senior Business Data Analyst,Tufts Health Plan,"$105,207",$102K - $109K
3671,Manager Data Analyst,Equitable,"$70,159",$67K - $73K
3672,Data Specialist/Analyst,MarketShare,"$52,000",$49K - $54K
3673,Data Analyst III,AmerisourceBergen,"$95,774",$93K - $100K
3674,Production Data Analyst,Nestlé Purina U.S.,"$45,723",$43K - $47K
3675,Data Quality Analyst - Contractor,FamilyCare Health,"$94,406",$91K - $98K
3676,Senior Data Analyst,MWH Global,"$79,663",$76K - $83K
3677,Business Data Analyst,CVTG,"$69,606",$66K - $72K
3678,Senior Healthcare Data Analyst,EmblemHealth,"$83,910",$80K - $87K
3679,Research and Data Analyst,"Orange County, North Carolina","$48,479",$46K - $51K
3680,Financial Data Analyst - Hourly Intern,Moody's Analytics,$24,$23 - $24
3681,Data Analyst II,Capital Metro,"$74,726",$71K - $78K
3682,Data Processing Analyst - Hourly,Virginia Tech,$15,$14 - $16
3683,Systems and Data Analyst,Emptoris,"$92,968",$90K - $97K
3684,Senior Financial Data Analyst,Flowserve,"$85,129",$81K - $88K
3685,Senior Data Analyst,Luminex,"$107,096",$102K - $112K
3686,Product Data Analyst,Parts Town,"$36,749",$35K - $38K
3687,Senior Data Analyst,Bodybuilding.com,"$85,000",$81K - $88K
3688,GIS Data Analyst/Consultant,Mansai,"$61,022",$58K - $63K
3689,Senior Data Analyst,University of Arizona,"$74,995",$73K - $78K
3690,Data Validation Analyst,Comerica,"$52,044",$50K - $54K
3691,Data Analyst/SAS Programmer,Hanusoft,"$60,220",$58K - $62K
3692,Business Data Analyst,Johnson & Johnson,"$73,775",$71K - $77K
3693,Junior Data Analyst - Hourly,UPS,$20,$19 - $21
3694,Senior Data Analyst,AdvanceMed,"$73,813",$71K - $77K
3695,Data Warehouse Analyst,RapidAdvance,"$81,590",$79K - $85K
3696,Business Data Analyst,DISYS,"$89,791",$86K - $93K
3697,Financial Data Analyst,Azusa Pacific University,"$49,336",$48K - $51K
3698,Network Systems and Data Communications Analyst,Ensoftek,"$55,495",$53K - $58K
3699,Dangerous Goods Data Analyst - Hourly,Thermo Fisher Scientific,$16,$15 - $16
3700,Bioinformatics Data Analyst,RealNet Solutions,"$73,886",$71K - $77K
3701,Master Data Analyst,Bell,"$73,615",$70K - $77K
3702,Data Operations Analyst,Acustream,"$52,043",$50K - $54K
3703,Business Data Analyst,Genco ATC,"$74,340",$72K - $78K
3704,Accounting Data Analyst - Hourly Contractor,nextSource,$38,$36 - $39
3705,IT Data Analyst - Senior,Universal American,"$95,098",$91K - $100K
3706,Project Data Analyst,Adobe,"$66,705",$65K - $70K
3707,Business Data Analyst,America First Credit Union,"$67,437",$64K - $71K
3708,"Senior Analyst, Data Solutions",Ziff Davis,"$74,135",$71K - $78K
3709,Strategy Data Analyst,Ontario Systems,"$60,599",$58K - $63K
3710,Senior Data Analyst,Catapult Technology,"$79,819",$77K - $83K
3711,Financial Data Analyst,Brightstar,"$54,996",$53K - $57K
3712,Healthcare Data Analyst,Medicare y Mucho Mas,"$52,483",$51K - $55K
3713,Healthcare Data Analyst,Brooks Rehabilitation,"$65,166",$63K - $67K
3714,Data Mining Analyst,PCM,"$71,359",$68K - $74K
3715,Senior Data Analyst,AltaMed,"$98,881",$95K - $104K
3716,Data Warehouse Analyst I,Santander Consumer USA,"$70,834",$68K - $73K
3717,Junior Data Analyst,Shift Digital,"$46,809",$45K - $49K
3718,Senior Data Analyst,Bluestem Brands,"$92,382",$88K - $95K
3719,Data Analyst Coop,American Student Assistance,"$69,390",$66K - $72K
3720,Web & Data Analyst,The Scripps Research Institute,"$61,557",$60K - $64K
3721,Marketing Data Systems Analyst,"Dratfield Analytics, Inc.","$65,739",$63K - $69K
3722,Master Data Analyst,Peabody,"$47,996",$46K - $50K
3723,Data Analyst Intern,Wynright,"$91,145",$88K - $96K
3724,Data Analyst IV,Health Net,"$110,256",$106K - $116K
3725,Data Information Analyst,Orchid Technologies & Management,"$65,789",$63K - $69K
3726,Senior Data Analyst,Evoke Research and Consulting,"$109,753",$106K - $115K
3727,Network Systems and Data Communication Analyst,The Whitaker Companies,"$58,974",$56K - $61K
3728,DMS Data Analyst - Hourly,DealerSocket,$27,$26 - $28
3729,Senior Data Analyst,ThousandEyes,"$125,083",$121K - $129K
3730,Senior Data Analyst,Audatex,"$61,423",$60K - $64K
3731,Senior Data Management Analyst,CNA,"$84,660",$81K - $88K
3732,Senior Data Analyst,KEPRO,"$83,849",$81K - $87K
3733,Junior Data Analyst - Hourly,KMK Consulting,$20,$19 - $21
3734,Commodity Data Analyst,Morningstar,"$42,600",$41K - $45K
3735,Business Data Analyst,Cenergistic,"$79,202",$77K - $83K
3736,Computer Operator/Data Analyst,Elavon,"$36,629",$35K - $38K
3737,Senior Data Analyst,Ancestry,"$58,960",$57K - $61K
3738,Data Warehousing Analyst,Cache Next Generation,"$54,856",$53K - $57K
3739,Data Warehouse Analyst,Comprehensive Logistics,"$63,346",$61K - $66K
3740,Data Analyst Intern,FULLBEAUTY Brands,"$80,635",$78K - $83K
3741,Senior Data Analyst,Informatica,"$107,445",$103K - $111K
3742,Business Systems Analyst/Data Steward,SCM Data,"$66,594",$65K - $69K
3743,Maps Data Analyst - Hourly Contractor,Apple,$32,$31 - $34
3744,Data Analyst/Bio Statistician,NYU (New York University),"$79,061",$76K - $83K
3745,Business Data Analyst,Motorola Solutions,"$67,156",$64K - $70K
3746,Senior Business Data Analyst,Swiss Re,"$120,533",$116K - $125K
3747,Business Data Analyst - Hourly,Los Angeles,$39,$38 - $41
3748,Senior Business Data Analyst,Astreya Partners,"$115,198",$110K - $119K
3749,Technical Data Analyst,HP Inc.,"$90,545",$88K - $95K
3750,Network Systems and Data Communication Analyst,CULEBRA INVESTMENTS,"$42,960",$41K - $45K
3751,Clinical Data Analyst,Detroit Medical Center,"$53,902",$52K - $56K
3752,Senior Research Data Analyst,AAMC,"$104,576",$101K - $110K
3753,Data Warehouse Analyst,Comtek International,"$54,537",$53K - $56K
3754,Data Platform Analyst,Republic Bancorp (KY),"$64,882",$62K - $68K
3755,Senior Financial Data Analyst,Spectrum,"$99,599",$95K - $104K
3756,Business/Data Analyst,Xpedite Technologies,"$72,004",$70K - $75K
3757,Programmer Analyst (Data Warehouse Developer),Aurionpro Solutions,"$83,267",$81K - $86K
3758,Data Analyst Intern,Booz Allen Hamilton,"$89,213",$85K - $93K
3759,Master Data Analyst,"Fruit of the Loom, Inc.","$52,442",$50K - $54K
3760,Data Warehouse Analyst,WhiteWave,"$82,261",$79K - $86K
3761,Senior Data Analyst - Hourly,Symphony-Metreo,$43,$42 - $45
3762,Data Management Analyst,ADVANTECS GROUP,"$78,078",$76K - $81K
3763,Master Data Analyst,H. D. Smith,"$32,583",$31K - $34K
3764,Data Reporting Analyst,TargetSmart,"$52,405",$50K - $54K
3765,Data Communication Analyst - Monthly,Glow Networks,"$60,567",$58K - $62K
3766,Network Systems and Data Recovery Analyst,Promise Data Recovery Chicago Lab,"$58,425",$56K - $61K
3767,Senior Master Data Analyst - Hourly Contractor,York Enterprise Solutions,$53,$51 - $55
3768,Network Systems and Data Communications Analyst,Lightage Systems,"$58,675",$56K - $61K
3769,Business Data Analyst,Birmingham Fastener,"$43,034",$41K - $45K
3770,Senior Data Analyst,Lexmark International,"$82,225",$78K - $86K
3771,Data Integration Analyst,Willis Towers Watson,"$44,110",$42K - $46K
3772,Data Analyst Specialist - Hourly,CASE WV,$11,$11 - $11
3773,Data Analyst II,Black Knight,"$56,087",$54K - $58K
3774,Junior Data Analyst,OGSystems,"$60,035",$58K - $63K
3775,Data Analyst Intern,WP Engine,"$46,534",$45K - $48K
3776,Business Data Analyst,Saggezza,"$98,126",$94K - $103K
3777,Junior Data Analyst,BofI Federal Bank,"$64,903",$63K - $67K
3778,Data Quality Analyst - Hourly,Parker Hannifin,$26,$25 - $27
3779,Data Security Analyst - Hourly Intern,Rutgers University,$20,$20 - $21
3780,Data Visualization Analyst - Hourly,"Discovery, Inc.",$21,$20 - $22
3781,Senior Data Analyst,CreativeLive,"$102,206",$97K - $106K
3782,Quality Data Systems Analyst II - Hourly,Children's Hospital Colorado,$42,$40 - $43
3783,Senior Provider Data Analyst - Hourly Intern,UnitedHealth Group,$25,$24 - $26
3784,"Data Analyst, Intermediate",Abbott Northwestern Hospital,"$60,269",$57K - $63K
3785,Senior Data Analyst,Frontier Strategy Group,"$79,396",$76K - $82K
3786,Associate Data Analyst,SmithGeiger,"$46,838",$45K - $48K
3787,Senior Data Analyst - Hourly,Thomson Reuters,$28,$27 - $28
3788,Data Analyst-claims,LifeMasters Supported SelfCare,"$92,381",$88K - $96K
3789,Data Quality Analyst - Hourly Intern,Label Insight,$10,$10 - $10
3790,Senior Data Analyst,Atrium Health,"$89,918",$86K - $93K
3791,Internal Audit Data Analyst,Nationwide,"$51,800",$49K - $54K
3792,Customer Data Analyst,H E B,"$55,935",$54K - $58K
3793,Senior Data Analyst,Yale New Haven Health System,"$116,345",$111K - $121K
3794,Data Analyst/Data Entry - Hourly Contractor,Ask Staffing,$16,$16 - $17
3795,Clinical Data Analyst,Fresenius Medical Care - North America,"$97,016",$93K - $101K
3796,Business Data Analyst,Asurion,"$86,921",$84K - $90K
3797,Data Reporting Analyst,Esurance,"$65,789",$63K - $68K
3798,Senior Data Analyst,Benefit Harbor,"$69,175",$66K - $72K
3799,Data Management Analyst - Contractor,Exelon Energy,"$45,497",$43K - $47K
3800,Senior Data Analyst,Sempra Energy,"$73,919",$71K - $76K
3801,Data Transformation Analyst II,IHS Markit,"$54,137",$52K - $56K
3802,Network Systems and Data Communications Analyst,CITYGEAR WIRELESS,"$63,898",$61K - $66K
3803,Data Analyst II,Emory Healthcare,"$61,285",$59K - $64K
3804,Support Data Analyst III,Rackspace,"$84,922",$81K - $88K
3805,Senior Revenue Data Analyst,Hertz,"$75,175",$72K - $78K
3806,Financial Data Analyst,Arrow Electronics,"$70,050",$68K - $73K
3807,Data Analyst Intern,Insurance Services Office,"$65,754",$64K - $68K
3808,Quality Assurance Data Analyst - Hourly,TiVo,$20,$20 - $21
3809,BI Data Analyst,RSM,"$55,257",$53K - $58K
3810,Senior Data Analyst,MediaRadar,"$60,000",$58K - $63K
3811,Senior Data Analyst,FirstCare Health Plans,"$85,945",$83K - $90K
3812,Higher Education Data and Research Analyst,The Education Trust,"$54,976",$52K - $58K
3813,Marketing Data Analyst - Hourly,JP Ecommerce,$22,$21 - $23
3814,Network Systems and Data Communications Analyst,Bon Secours Health,"$53,789",$52K - $56K
3815,Senior Data Security Analyst,Michigan Medicine,"$106,495",$101K - $111K
3816,Data Systems Analyst,TeleSign,"$59,942",$57K - $63K
3817,Data/Information Analyst,Medical Decision Logic,"$62,503",$60K - $65K
3818,SQL Data Analyst,Logistics Health Incorporated,"$82,058",$79K - $85K
3819,Senior Data Analyst,VML,"$91,714",$88K - $95K
3820,Senior Data Analyst - Hourly Contractor,Hulu,$50,$48 - $52
3821,Data Services Analyst - Hourly,Deluxe Corporation,$15,$14 - $15
3822,Market Data Analyst - Hourly Intern,MSCI,$26,$25 - $27
3823,Data & Implementation Analyst,GetInsured,"$52,862",$50K - $55K
3824,Senior Data Analyst,Health First,"$67,110",$64K - $70K
3825,Network Systems and Data Communications Analyst,Webair,"$66,120",$63K - $69K
3826,SAP Customer Data Analyst - Hourly,The Coca-Cola Company,$20,$19 - $21
3827,Senior Data Analyst,Acumen Solutions,"$112,074",$108K - $116K
3828,Systems Analyst (Electronic Data Processing Systems - Hourly,Dimension Consulting,$34,$33 - $36
3829,Business Data Analyst,Boeing,"$82,056",$78K - $85K
3830,Data Analyst/Associate,AdvanceMed,"$75,898",$73K - $79K
3831,Senior Business Data Analyst,LeasePlan USA,"$85,861",$83K - $89K
3832,Senior Data Analyst,Dr Pepper Snapple Group,"$63,914",$61K - $67K
3833,SQL Data Analyst,XSUNT Corp.,"$54,088",$52K - $56K
3834,Data Quality Analyst - Contractor,Apple,"$72,082",$70K - $76K
3835,Senior Data Quality Analyst,Medecision,"$100,310",$97K - $104K
3836,Data Analyst I,PennyMac,"$63,828",$61K - $66K
3837,Business Data Analyst,Groendyke Transport,"$66,082",$63K - $69K
3838,Associate Data Analyst,Bazaarvoice,"$57,212",$55K - $59K
3839,Senior Data Analyst,Exelon,"$92,823",$89K - $96K
3840,Technical Data Analyst,PitchBook,"$58,148",$56K - $60K
3841,Data Analyst III,WageWorks,"$51,978",$50K - $54K
3842,Senior Analyst Sys/Data Security,Bank of America,"$55,392",$54K - $58K
3843,Senior Data Analyst,Buxton Company,"$61,501",$59K - $64K
3844,Data Research Analyst,Equifax,"$60,706",$58K - $63K
3845,Enterprise Data Analyst,Institutional Shareholder Services,"$45,000",$43K - $47K
3846,Data Analyst Consultant (Marketing),Ermas Consulting,"$46,940",$45K - $49K
3847,Network Systems and Data Communications Analyst - Hourly,Brooklyn Amity School,$33,$31 - $34
3848,Senior Data Analyst,AmeriHealth,"$80,267",$77K - $84K
3849,Junior Data Analyst,Brand Networks,"$64,607",$62K - $68K
3850,Senior Data Analyst,Leprino Foods,"$83,229",$80K - $86K
3851,Business Data Analyst,Comcast,"$107,586",$103K - $112K
3852,Business Data Analyst,RG,"$74,594",$72K - $78K
3853,Senior Data Analyst,CDK Global,"$110,162",$107K - $114K
3854,Business Data Analyst,First Advantage,"$52,406",$50K - $54K
3855,Business Data Analyst,Microexcel,"$70,312",$68K - $73K
3856,Data Analyst II,RootMetrics,"$58,538",$56K - $61K
3857,Senior Data Analyst,Santander Consumer USA,"$88,642",$84K - $92K
3858,Business Data Analyst - Hourly Intern,Micron Technology,$31,$30 - $32
3859,Senior Data Analyst - Hourly Contractor,The Home Depot,$57,$55 - $59
3860,Senior Data Analyst,StrategIQ,"$70,258",$67K - $72K
3861,Master Data Analyst,Home Meridian,"$51,958",$50K - $54K
3862,Senior Nutrition Research/Data Analyst,Research Corporation of the University of Hawaii,"$64,448",$62K - $67K
3863,Senior Data Warehouse Analyst,CenturyLink,"$78,288",$75K - $82K
3864,Inventory Data Analyst,Zimmer Biomet,"$75,000",$72K - $77K
3865,Network Systems and Data Communications Analyst - Hourly,Texas Southern University,$23,$22 - $24
3866,Data Services Analyst,Bandwidth,"$44,637",$43K - $46K
3867,Data Entry Clerk/Information Analyst - Hourly Contractor,LEAF Commercial Capital,$12,$11 - $12
3868,Flight Data Analyst,Boeing,"$55,549",$54K - $58K
3869,Data Investigations Research Analyst,IQVIA,"$45,600",$44K - $47K
3870,Data Management Analyst II,University of Oklahoma HSC,"$50,036",$48K - $52K
3871,Data Warehouse Analyst,California Bank & Trust,"$74,415",$71K - $78K
3872,Senior Data Analyst,Freedom Financial Network,"$97,506",$93K - $102K
3873,Programmer/Data Analyst,Thermo Fisher Scientific,"$87,895",$84K - $92K
3874,Business Technology Data Analyst - Hourly Intern,Pfizer,$16,$15 - $17
3875,Research Data Analyst,Bridgewater Associates,"$96,947",$93K - $100K
3876,Uct Data Analyst Consultant,Falcon Technologies,"$71,026",$69K - $74K
3877,Client Support Data Analyst - Hourly,West Specialized Agent Services,$12,$11 - $12
3878,Senior Data Analyst,Clinilabs,"$73,552",$71K - $76K
3879,Process Development Engineer and Data Analyst,Lam Research,"$129,934",$125K - $135K
3880,Lead Data Analyst,Mount Carmel Health,"$73,629",$71K - $77K
3881,Senior Data Analyst,XLA,"$79,802",$76K - $83K
3882,Marketing Data Analyst,Generator Media + Analytics,"$47,935",$46K - $50K
3883,Data Communication and Network Analyst - Hourly,Yarubb Enterprise,$45,$43 - $46
3884,Data Science Analyst - Hourly Contractor,Kaplan Test Prep,$38,$36 - $39
3885,Data Analyst - Sales,L.A. Care Health Plan,"$57,656",$56K - $60K
3886,Managed Care Prcing Data Analyst,Surgical Care Affiliates,"$85,117",$82K - $89K
3887,Senior Data Analyst Leader,Synchrony,"$115,521",$112K - $119K
3888,Network Programming and Data Comm Analyst - Hourly,Gifts,$25,$25 - $27
3889,Health Data Analyst,Delasoft,"$67,333",$64K - $70K
3890,Reference Data Analyst,BNP Paribas,"$62,412",$60K - $65K
3891,Data Analyst Intern,Cardno,"$78,658",$76K - $82K
3892,Data Analyst II,Measured Progress,"$71,106",$68K - $74K
3893,Network Systems and Data Communications Analyst - Hourly,Digicell Intl,$40,$39 - $42
3894,Master Data Analyst,Florida Crystals,"$53,039",$51K - $56K
3895,Data Security Analyst,Indiana University Health,"$57,616",$56K - $60K
3896,Data Analyst II,Columbia Sportswear,"$65,083",$62K - $67K
3897,Health Data Analyst,Massachusetts General Hospital,"$81,754",$78K - $86K
3898,Data Strategy Analyst II,Credit One Bank,"$75,175",$72K - $79K
3899,Quantitative Data Analyst,Choi Kim & Park,"$51,087",$49K - $53K
3900,Data Reporting Analyst,First Place for Youth,"$75,350",$72K - $78K
3901,Quantitative Data Analyst,M Science,"$60,152",$57K - $63K
3902,Senior Data Analyst,Tilting Point,"$73,353",$71K - $77K
3903,Data Warehouse Analyst,First National Bank of Omaha,"$49,287",$48K - $51K
3904,Financial Data Research Analyst,YouNoodle.com,"$83,345",$80K - $86K
3905,Senior Consulting Data Analyst,RSM,"$116,000",$111K - $121K
3906,Data Operations Analyst,Cheney Brothers,"$50,117",$48K - $52K
3907,Business Data Strategist/Analyst,Bay Area Techworkers,"$122,739",$119K - $129K
3908,Lead Data Analyst,Cox Communications,"$113,974",$110K - $119K
3909,Data Integrity Analyst,Comcast,"$76,302",$73K - $80K
3910,Human Resources Data Analyst,Citi,"$97,467",$93K - $101K
3911,Data Security Analyst - Hourly,HTC Global Services,$19,$18 - $19
3912,Senior Healthcare Data Analyst,Verscend,"$111,947",$108K - $116K
3913,Associate Data Analyst,Blue Shield Of California,"$71,819",$70K - $74K
3914,Business Data Analyst,City and County of Denver,"$92,716",$89K - $96K
3915,Data Security Analyst - Contractor,Discount Bank,"$76,994",$73K - $80K
3916,Data & Process Quality Assurance Analyst,Molina Healthcare,"$57,052",$54K - $59K
3917,Senior Financial Data Analyst,Amazon,"$87,724",$84K - $91K
3918,Associate Data Analyst,Blue Cross & Blue Shield of Rhode Island,"$61,999",$60K - $64K
3919,Senior Reporting and Data Analyst,Upromise,"$89,966",$85K - $94K
3920,Programmer/Data Analyst,Uniglobal Technologies,"$88,041",$84K - $92K
3921,Junior Data Analyst - Hourly,Americor,$20,$19 - $21
3922,IT Data Analyst,Elements Behavioral Health,"$51,440",$50K - $54K
3923,Reference Data Analyst,Citi,"$41,207",$40K - $43K
3924,Associate Data Analyst II,Alticor,"$80,961",$77K - $84K
3925,Senior Data Analyst - Hourly Contractor,DISH,$65,$63 - $68
3926,AML Data Analyst - Hourly,Thompson Technologies,$38,$36 - $40
3927,Junior Data Analyst,BRTRC,"$63,591",$61K - $66K
3928,Data Reporting Analyst,Horizon Blue Cross Blue Shield of New Jersey,"$67,864",$65K - $70K
3929,Senior Data Analyst,Fresenius Medical Care - North America,"$90,842",$87K - $95K
3930,Data Mart Data Analyst II,TD,"$70,520",$67K - $73K
3931,CRM Data Analyst II,Dominion Enterprises,"$55,000",$52K - $57K
3932,Clinical Data Analyst,TechData Service Company,"$87,683",$84K - $91K
3933,Marketing Data Analyst,Cardinal Health,"$72,814",$70K - $76K
3934,Human Resources Data Analyst - Hourly Contractor,Sunrise Systems,$17,$16 - $17
3935,Business Data Analyst,DeVry University,"$83,132",$80K - $86K
3936,Project Data Analyst,XLA,"$60,791",$58K - $64K
3937,SAP Data Analyst - Hourly Contractor,Gerdau Long Steel North America,$16,$15 - $17
