jobTitle,companyName,meanPay,payRange
Machine Learning Engineer,Telstra,"A$144,000",A$139K - A$149K
Machine Learning Engineer,Notiv,"A$60,000",A$58K - A$63K
Senior Machine Learning Engineer,Domain Group,"A$150,000",A$143K - A$155K
